,bottom in dim 0,bottom in dim 1,bottom in dim 2,bottom in dim 3,bottom in dim 4,bottom in dim 5,bottom in dim 6,bottom in dim 7,bottom in dim 8,bottom in dim 9,bottom in dim 10,bottom in dim 11,bottom in dim 12,bottom in dim 13,bottom in dim 14
chr16:57141810-57142228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:57167942-57168391,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:57260394-57260728,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:57266410-57267271,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:57283980-57285220,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:57589057-57589869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:57590622-57591845,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:57601705-57602571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:57609493-57610271,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:57628171-57629162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:57639205-57639435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:57666950-57668871,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
chr16:57758566-57758886,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:58097161-58097632,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:58121889-58122206,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:58336649-58337050,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:58463413-58463790,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:58499718-58502046,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chr16:58755800-58756841,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chr16:65725200-65725492,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:66426660-66428254,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chr16:66578884-66579553,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:66585906-66586195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:66603239-66606665,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
chr16:66728093-66728567,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:66830274-66831630,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
chr16:66905849-66906186,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:66959670-66960131,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:66960958-66961408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:66974864-66975194,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:67013405-67014776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:67052656-67053936,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:67199454-67199856,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
chr16:67236042-67237057,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
chr16:67278466-67280234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:67435106-67435591,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:67527882-67532349,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
chr16:67541441-67544645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:67555556-67556411,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:67652636-67653202,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:67857560-67858984,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr16:67865379-67865675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:67871965-67873834,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:67939458-67940528,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
chr16:68005525-68006477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
chr16:68062723-68063280,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68078975-68080491,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
chr16:68132082-68132480,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68210847-68211331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68229296-68230143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68233093-68233657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68234232-68238399,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
chr16:68251722-68252173,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
chr16:68269148-68270763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68272748-68273220,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68356157-68357042,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68366957-68367415,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68396513-68396984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68445456-68445855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68447752-68449526,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
chr16:68528365-68530766,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68756268-68756726,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68800260-68800612,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:68847250-68847804,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:69286959-69287303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:69443783-69444775,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:69455188-69455529,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:69709487-69709919,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:70026079-70027122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:70250849-70252778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chr16:70253811-70254234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:70408670-70409428,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:70529389-70529788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:70653688-70654176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:70679892-70680329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:70685391-70686487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:70737010-70738730,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:71358439-71358900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:71425827-71427132,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
chr16:71467699-71468232,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:71483803-71485094,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:71542317-71542674,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:71856104-71856719,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:71900060-71900687,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:72013228-72013619,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:72189777-72190140,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:72927545-72928057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:72931062-72932538,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
chr16:74430114-74430418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:74567231-74567721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:74589514-74589971,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:74600784-74601579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:74774411-74775200,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chr16:74813034-74813517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:75011823-75012318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:75098361-75099077,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
chr16:75233789-75234778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:75495207-75495694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:75644645-75644976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:75764104-75764588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:77675746-77676108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:78896332-78896629,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:79163762-79164070,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:79278529-79278930,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:79283620-79283901,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:79307264-79307585,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:79370684-79371094,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:79416080-79416380,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:79598234-79602765,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True
chr16:79770145-79770945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:80027049-80027549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:80569549-80570027,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:80579998-80580945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:80590967-80591558,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:80670105-80670642,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr16:80803253-80805032,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
chr16:81428948-81429385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:81437833-81438775,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:81497650-81498281,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
chr16:81513729-81514572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:81616038-81617321,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:81623352-81623807,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:81718713-81719685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:81816670-81819224,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:81851323-81851650,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:82653601-82654351,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:82660291-82660496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:82937016-82937367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:83926618-83927022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:84013798-84014737,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
chr16:84069106-84069913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:84508417-84509003,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
chr16:84514152-84515746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:84518240-84519430,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:84548639-84550384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:84553778-84554599,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:84593648-84595553,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
chr16:84606244-84606875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:84647742-84649724,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
chr16:84742585-84743001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:84759007-84759568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:84764788-84765149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:84925125-84925524,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:84930305-84930664,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85002632-85003126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85082780-85083124,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85157772-85158421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85252928-85253626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85296952-85297652,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr16:85334892-85335524,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85461874-85463341,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85518569-85519077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85519647-85519904,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85569565-85572536,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chr16:85734934-85735835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85819113-85819777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85919404-85919647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85943624-85944199,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:85995693-85996285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:86045269-86045698,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:86212903-86213581,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
chr16:86566583-86567395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:86604359-86604869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87324635-87325249,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87345038-87345688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87404979-87405479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87487481-87488027,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87550346-87550786,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87661621-87661931,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87723261-87723645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87724796-87725945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87762017-87762716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87764416-87766710,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
chr16:87806463-87807613,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87824091-87825374,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87834314-87835480,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87837052-87838219,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87842186-87844132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87858786-87859151,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87860380-87862039,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87875184-87875416,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87926203-87926754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:87953427-87957426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88025020-88025633,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88069223-88070126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88410124-88410674,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr16:88484215-88486943,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88487784-88489930,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88490608-88493560,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88494090-88496936,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88497982-88500930,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88501760-88503059,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88504655-88506816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88509449-88510228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88511227-88513664,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88523382-88523933,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88531050-88535944,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88537184-88537638,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88559010-88559431,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88619429-88620894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88681015-88682613,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88731725-88732162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88759307-88759801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88789623-88793242,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
chr16:88801897-88805370,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
chr16:88870583-88871425,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88925129-88925677,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88967158-88969200,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88971581-88972329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:88999546-89000456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89009406-89009822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89025977-89026610,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89052748-89053276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89096720-89098915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chr16:89099905-89100765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89118490-89119489,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89122378-89123047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89184435-89185797,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chr16:89187003-89188171,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89240315-89243128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chr16:89256371-89257820,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89308375-89309337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89314157-89317545,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chr16:89325856-89326512,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
chr16:89330278-89331020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89333562-89334557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89387906-89388452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89407218-89410062,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89410645-89411676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89431211-89432504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89446531-89447106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89452326-89452626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89460622-89460892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89548910-89549493,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89574365-89576530,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89586150-89587342,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89593753-89594679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89597251-89597475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89598209-89598413,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89599349-89599784,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89602223-89603208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89615558-89617107,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89737244-89738132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89759985-89760335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89784157-89786093,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
chr16:89821474-89822035,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89840970-89841746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89845418-89845858,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89893521-89894486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:89953700-89954380,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:90008618-90009518,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:90022202-90023222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:90081654-90082930,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr16:90106294-90106629,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:181301-181900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:309316-309717,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chr17:331122-331506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:336041-336628,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:418223-419788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:443702-444108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:688190-688424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:876297-876658,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:999061-999549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1060914-1061351,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1095058-1097210,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1107647-1112152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1119906-1121262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1200711-1201970,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1253688-1254092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1275693-1276606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1286251-1286866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1293204-1295258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1298483-1299252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1374500-1374823,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1460249-1460544,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1490365-1493860,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1526594-1527313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1638335-1638748,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1639632-1640903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1642565-1646601,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True
chr17:1669263-1669916,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1672993-1673543,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1751755-1753089,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1823133-1824202,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1834404-1834780,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1865428-1865841,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1871590-1872421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1883009-1883049,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:1908200-1908518,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:2022777-2026435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:2064635-2065448,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:2250682-2251063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:2259584-2260568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:2265721-2267295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:2335899-2338651,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
chr17:2352968-2354195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:2482151-2482503,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:2531442-2531771,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:2689414-2690071,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:2724167-2725106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:2776606-2777315,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chr17:2813960-2817163,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
chr17:2852838-2854431,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:2990277-2990864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:3557639-3559069,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:3647866-3647899,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:3687981-3688530,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:3753507-3755925,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
chr17:3770308-3771621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:3788223-3788629,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:3791547-3791948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:3794780-3797254,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
chr17:3944508-3945289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4043768-4044248,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4175909-4176685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4420537-4421060,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4433479-4434093,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4481122-4481477,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4486249-4486683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4573564-4574051,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4583976-4584805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4625938-4626375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4733120-4733842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4843246-4843617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4908361-4909701,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:4934165-4934650,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:5019576-5020027,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:5096914-5097933,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
chr17:5184282-5184711,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:5500373-5501535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
