"","pathway","pval","padj","ES","NES","nMoreExtreme","size","col","method"
"9448","regulation of protein localization to plasma membrane (GO:1903076)",0.048951048951049,0.277389277389277,0.90013858193088,1.3100214874206,48,15,"X15","mowgli"
"9449","regulation of protein phosphorylation (GO:0001932)",0.041958041958042,0.259551768985731,0.855229854613714,1.17816598740577,41,41,"X15","mowgli"
"9450","regulation of protein secretion (GO:0050708)",0.001998001998002,0.122277722277722,0.919192182782907,1.30053722655286,1,22,"X15","mowgli"
"9451","regulation of protein ubiquitination (GO:0031396)",0.174825174825175,0.384866931629522,0.854248873378161,1.23063866158469,174,16,"X15","mowgli"
"9452","regulation of protein-containing complex assembly (GO:0043254)",0.0619380619380619,0.28354254441211,0.889943022248283,1.28205997563129,61,16,"X15","mowgli"
"9453","regulation of response to external stimulus (GO:0032101)",0.228771228771229,0.413586413586414,0.841516762090631,1.22470590917076,228,15,"X15","mowgli"
"9454","regulation of signal transduction (GO:0009966)",0.20979020979021,0.398731703079529,0.818833680550601,1.14145163791677,209,29,"X15","mowgli"
"9455","regulation of signal transduction by p53 class mediator (GO:1901796)",0.741258741258741,0.763721127357491,0.582519254256016,0.84777250440111,741,15,"X15","mowgli"
"9456","regulation of small GTPase mediated signal transduction (GO:0051056)",0.037962037962038,0.253661232384637,0.876072776943443,1.22721520669529,37,27,"X15","mowgli"
"9457","regulation of smooth muscle cell proliferation (GO:0048660)",0.155844155844156,0.361275088547816,0.857273811152391,1.23499641433083,155,16,"X15","mowgli"
"9458","regulation of T cell proliferation (GO:0042129)",0.314685314685315,0.474353232973923,0.821373715145293,1.19539061833642,314,15,"X15","mowgli"
"9459","regulation of transcription by RNA polymerase II (GO:0006357)",0.000999000999000999,0.122277722277722,0.850802449936328,1.16052931683627,0,199,"X15","mowgli"
"9460","regulation of transcription, DNA-templated (GO:0006355)",0.001998001998002,0.122277722277722,0.830604202301029,1.13354111059633,1,190,"X15","mowgli"
"9461","regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)",0.0579420579420579,0.28354254441211,0.893404616805197,1.30022117534947,57,15,"X15","mowgli"
"9462","regulation of translation (GO:0006417)",0.125874125874126,0.330547501279209,0.855099554174442,1.21871799238447,125,19,"X15","mowgli"
"9463","regulation of tumor necrosis factor production (GO:0032680)",0.583416583416583,0.653784172032347,0.724423949979759,1.03247452024101,583,19,"X15","mowgli"
"9464","regulation of Wnt signaling pathway (GO:0030111)",0.0999000999000999,0.305694305694306,0.853539594994951,1.20113784409628,99,25,"X15","mowgli"
"9465","response to calcium ion (GO:0051592)",0.0849150849150849,0.305694305694306,0.873694695840705,1.25201620888546,84,18,"X15","mowgli"
"9466","response to cytokine (GO:0034097)",0.251748251748252,0.425607541629641,0.810568724135307,1.13166098630909,251,28,"X15","mowgli"
"9467","response to interferon-gamma (GO:0034341)",0.448551448551449,0.55569531682892,0.775361279561283,1.11699247966288,448,16,"X15","mowgli"
"9468","response to lipid (GO:0033993)",0.204795204795205,0.396628687767928,0.834310976006419,1.18353281008844,204,20,"X15","mowgli"
"9469","response to lipopolysaccharide (GO:0032496)",0.559440559440559,0.638764220853773,0.74038825762626,1.03714640213759,559,27,"X15","mowgli"
"9470","response to metal ion (GO:0010038)",0.212787212787213,0.399465565109737,0.836876388707732,1.19925508130433,212,18,"X15","mowgli"
"9471","response to tumor necrosis factor (GO:0034612)",0.197802197802198,0.395020563851733,0.839763105850719,1.20339178565963,197,18,"X15","mowgli"
"9472","sensory perception of sound (GO:0007605)",0.134865134865135,0.332812348941381,0.866688688586204,1.26134000668743,134,15,"X15","mowgli"
"9473","skeletal system development (GO:0001501)",0.11988011988012,0.327529613243899,0.848179272395333,1.19359456623463,119,25,"X15","mowgli"
"9474","sphingolipid metabolic process (GO:0006665)",0.484515484515485,0.583707630951726,0.762689972593433,1.08701260300414,484,19,"X15","mowgli"
"9475","sulfur compound biosynthetic process (GO:0044272)",0.164835164835165,0.370879120879121,0.855715637628544,1.23275169544426,164,16,"X15","mowgli"
"9476","supramolecular fiber organization (GO:0097435)",0.749250749250749,0.769364863324595,0.680948379373437,0.937446112662037,749,45,"X15","mowgli"
"9477","synapse organization (GO:0050808)",0.976023976023976,0.976023976023976,0.308346743159218,0.433026083103218,976,26,"X15","mowgli"
"9478","T cell activation (GO:0042110)",0.043956043956044,0.259551768985731,0.901807391048895,1.31245019767354,43,15,"X15","mowgli"
"9479","T cell receptor signaling pathway (GO:0050852)",0.115884115884116,0.322368540550359,0.848862661602421,1.19209844631459,115,26,"X15","mowgli"
"9480","transcription by RNA polymerase II (GO:0006366)",0.532467532467532,0.624272279444693,0.748036882853545,1.04276111918258,532,29,"X15","mowgli"
"9481","transcription initiation from RNA polymerase II promoter (GO:0006367)",0.424575424575425,0.539087468548049,0.783230625204409,1.11628786433495,424,19,"X15","mowgli"
"9482","transcription, DNA-templated (GO:0006351)",0.291708291708292,0.466420177760384,0.813602565121661,1.15957502249106,291,19,"X15","mowgli"
"9483","transforming growth factor beta receptor signaling pathway (GO:0007179)",0.541458541458541,0.627599673054218,0.742574536714224,1.06411926351139,541,18,"X15","mowgli"
"9484","transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)",0.602397602397602,0.665269981816744,0.721203321315578,1.01729870583809,602,23,"X15","mowgli"
"9485","transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)",0.042957042957043,0.259551768985731,0.825578343466608,1.13082096546666,42,67,"X15","mowgli"
"9486","ubiquitin-dependent protein catabolic process (GO:0006511)",0.0969030969030969,0.305694305694306,0.847934583849247,1.18201820781258,96,29,"X15","mowgli"
"9487","actin filament organization (GO:0007015)",0.276723276723277,0.645535315748082,0.924245741006931,1.06161032198635,276,21,"X16","mowgli"
"9488","activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)",0.482517482517482,0.650748393237664,0.898051425303926,1.04684728386911,482,17,"X16","mowgli"
"9489","activation of GTPase activity (GO:0090630)",0.661338661338661,0.718327608786973,0.865934067662108,1.00273302884898,661,19,"X16","mowgli"
"9490","activation of protein kinase activity (GO:0032147)",0.408591408591409,0.650748393237664,0.910206562316909,1.05399962560012,408,19,"X16","mowgli"
"9491","adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)",0.245754245754246,0.645535315748082,0.926349611772476,1.05686663955505,245,24,"X16","mowgli"
"9492","adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)",0.346653346653347,0.645535315748082,0.913034791289464,1.03548443404576,346,30,"X16","mowgli"
"9493","anterograde trans-synaptic signaling (GO:0098916)",0.034965034965035,0.645535315748082,0.963760059497855,1.09602447333996,34,27,"X16","mowgli"
"9494","antigen receptor-mediated signaling pathway (GO:0050851)",0.176823176823177,0.645535315748082,0.928792824757162,1.04983154103073,176,34,"X16","mowgli"
"9495","apoptotic process (GO:0006915)",0.352647352647353,0.645535315748082,0.911673785104472,1.02986891761044,352,36,"X16","mowgli"
"9496","axon guidance (GO:0007411)",0.464535464535465,0.650748393237664,0.901209347236444,1.01676851092114,464,38,"X16","mowgli"
"9497","axonogenesis (GO:0007409)",0.262737262737263,0.645535315748082,0.9187768668484,1.03658865682974,262,38,"X16","mowgli"
"9498","B cell activation (GO:0042113)",0.526473526473527,0.657554690207752,0.891221400534194,1.04402911567751,526,16,"X16","mowgli"
"9499","brain development (GO:0007420)",0.20979020979021,0.645535315748082,0.933737791458775,1.08124828291842,209,19,"X16","mowgli"
"9500","calcium ion transport (GO:0006816)",0.559440559440559,0.669900412087912,0.884501373398461,1.0310521582963,559,17,"X16","mowgli"
"9501","calcium-mediated signaling (GO:0019722)",0.384615384615385,0.645535315748082,0.912352644070507,1.05987214445865,384,18,"X16","mowgli"
"9502","cation transport (GO:0006812)",0.822177822177822,0.83031819665483,0.780702297972369,0.906935080545269,822,18,"X16","mowgli"
"9503","cell junction assembly (GO:0034329)",0.396603396603397,0.645535315748082,0.911264351686601,1.06750860635701,396,16,"X16","mowgli"
"9504","cell junction organization (GO:0034330)",0.522477522477522,0.657554690207752,0.888969063869962,1.04412118541554,522,15,"X16","mowgli"
"9505","cell morphogenesis involved in neuron differentiation (GO:0048667)",0.341658341658342,0.645535315748082,0.92021998989369,1.08082634789125,341,15,"X16","mowgli"
"9506","cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)",0.674325674325674,0.726158052473842,0.874591397332553,0.995850033677667,674,26,"X16","mowgli"
"9507","cell-cell junction organization (GO:0045216)",0.511488511488511,0.653074198528744,0.89445232575534,1.03907750010431,511,18,"X16","mowgli"
"9508","cellular amide metabolic process (GO:0043603)",0.548451548451548,0.665976880262594,0.886090064534832,1.03801796717676,548,16,"X16","mowgli"
"9509","cellular calcium ion homeostasis (GO:0006874)",0.313686313686314,0.645535315748082,0.920062440609102,1.06882854815169,313,18,"X16","mowgli"
"9510","cellular component assembly (GO:0022607)",0.231768231768232,0.645535315748082,0.923930692907192,1.04652481972205,231,32,"X16","mowgli"
"9511","cellular macromolecule biosynthetic process (GO:0034645)",0.467532467532468,0.650748393237664,0.903723326399432,1.03803779553287,467,21,"X16","mowgli"
"9512","cellular metal ion homeostasis (GO:0006875)",0.502497502497502,0.653074198528744,0.893387983332023,1.04931134063523,502,15,"X16","mowgli"
"9513","cellular protein localization (GO:0034613)",0.535464535464535,0.664976457805143,0.895203834633335,1.01398626417127,535,32,"X16","mowgli"
"9514","cellular protein metabolic process (GO:0044267)",0.453546453546454,0.650748393237664,0.904623363498934,1.02877198092909,453,27,"X16","mowgli"
"9515","cellular protein modification process (GO:0006464)",0.318681318681319,0.645535315748082,0.895155070588124,1.01090618695283,318,141,"X16","mowgli"
"9516","cellular protein-containing complex assembly (GO:0034622)",0.0809190809190809,0.645535315748082,0.957935730437153,1.10926897589012,80,19,"X16","mowgli"
"9517","cellular response to cytokine stimulus (GO:0071345)",0.157842157842158,0.645535315748082,0.90870708358675,1.0243222560051,157,94,"X16","mowgli"
"9518","cellular response to DNA damage stimulus (GO:0006974)",0.32967032967033,0.645535315748082,0.910746081042829,1.02600171973429,329,44,"X16","mowgli"
"9519","cellular response to growth factor stimulus (GO:0071363)",0.340659340659341,0.645535315748082,0.915455101548368,1.04237932877893,340,26,"X16","mowgli"
"9520","cellular response to insulin stimulus (GO:0032869)",0.167832167832168,0.645535315748082,0.942824081525481,1.09903820772548,167,17,"X16","mowgli"
"9521","cellular response to interferon-gamma (GO:0071346)",0.468531468531469,0.650748393237664,0.903654929615923,1.02980443289955,468,25,"X16","mowgli"
"9522","cellular response to interleukin-1 (GO:0071347)",0.565434565434565,0.670175977868286,0.887233232067169,1.02394025533136,565,20,"X16","mowgli"
"9523","cellular response to lipid (GO:0071396)",0.170829170829171,0.645535315748082,0.929627448773137,1.05115613235588,170,33,"X16","mowgli"
"9524","cellular response to lipopolysaccharide (GO:0071222)",0.443556443556444,0.650748393237664,0.905886795596942,1.03148441507062,443,26,"X16","mowgli"
"9525","cellular response to metal ion (GO:0071248)",0.291708291708292,0.645535315748082,0.92255662200614,1.06470635786903,291,20,"X16","mowgli"
"9526","cellular response to molecule of bacterial origin (GO:0071219)",0.163836163836164,0.645535315748082,0.94066756919162,1.08927281651145,163,19,"X16","mowgli"
"9527","cellular response to organic cyclic compound (GO:0071407)",0.251748251748252,0.645535315748082,0.924885437640462,1.05181477972624,251,27,"X16","mowgli"
"9528","cellular response to organic substance (GO:0071310)",0.31968031968032,0.645535315748082,0.917314233021748,1.04449622147422,319,26,"X16","mowgli"
"9529","cellular response to oxidative stress (GO:0034599)",0.612387612387612,0.698568098568099,0.864960836451428,1.01592279259089,612,15,"X16","mowgli"
"9530","cellular response to oxygen-containing compound (GO:1901701)",0.294705294705295,0.645535315748082,0.914893456615309,1.03149973493696,294,41,"X16","mowgli"
"9531","cellular response to peptide hormone stimulus (GO:0071375)",0.228771228771229,0.645535315748082,0.93205607812258,1.08648608120199,228,17,"X16","mowgli"
"9532","cellular response to transforming growth factor beta stimulus (GO:0071560)",0.47952047952048,0.650748393237664,0.903601378239485,1.03091331823414,479,24,"X16","mowgli"
"9533","cellular response to tumor necrosis factor (GO:0071356)",0.358641358641359,0.645535315748082,0.912993768693151,1.0382911230166,358,27,"X16","mowgli"
"9534","central nervous system development (GO:0007417)",0.364635364635365,0.645535315748082,0.909773587665626,1.02643091623801,364,38,"X16","mowgli"
"9535","chemical synaptic transmission (GO:0007268)",0.392607392607393,0.645535315748082,0.908501042095707,1.0272679049128,392,33,"X16","mowgli"
"9536","cilium assembly (GO:0060271)",0.1998001998002,0.645535315748082,0.926462835299051,1.04719791127155,199,34,"X16","mowgli"
"9537","cilium organization (GO:0044782)",0.386613386613387,0.645535315748082,0.909818255053126,1.03287359045866,386,29,"X16","mowgli"
"9538","collagen fibril organization (GO:0030199)",0.983016983016983,0.983016983016983,0.569258397226632,0.65386353819148,983,21,"X16","mowgli"
"9539","cytokine-mediated signaling pathway (GO:0019221)",0.0749250749250749,0.645535315748082,0.914261494092257,1.03143527810071,74,109,"X16","mowgli"
"9540","cytoskeleton organization (GO:0007010)",0.458541458541459,0.650748393237664,0.905880771815282,1.03351386450529,458,24,"X16","mowgli"
"9541","defense response to symbiont (GO:0140546)",0.0899100899100899,0.645535315748082,0.960822573733159,1.12001882436998,89,17,"X16","mowgli"
"9542","defense response to virus (GO:0051607)",0.0899100899100899,0.645535315748082,0.960822573733159,1.12001882436998,89,17,"X16","mowgli"
"9543","dephosphorylation (GO:0016311)",0.739260739260739,0.769434646985667,0.860895226610303,0.979042686037503,739,27,"X16","mowgli"
"9544","DNA metabolic process (GO:0006259)",0.305694305694306,0.645535315748082,0.92128047583475,1.05605758475392,305,22,"X16","mowgli"
"9545","DNA repair (GO:0006281)",0.167832167832168,0.645535315748082,0.93621868955375,1.0681262103884,167,24,"X16","mowgli"
"9546","DNA-templated transcription, initiation (GO:0006352)",0.255744255744256,0.645535315748082,0.926664538836835,1.06944723237246,255,20,"X16","mowgli"
"9547","double-strand break repair (GO:0006302)",0.21978021978022,0.645535315748082,0.932874937329315,1.08371271433784,219,18,"X16","mowgli"
"9548","endomembrane system organization (GO:0010256)",0.324675324675325,0.645535315748082,0.91933780431521,1.06798674446125,324,18,"X16","mowgli"
"9549","enzyme linked receptor protein signaling pathway (GO:0007167)",0.211788211788212,0.645535315748082,0.924619410924112,1.04449289591111,211,36,"X16","mowgli"
"9550","external encapsulating structure organization (GO:0045229)",0.889110889110889,0.892026006780105,0.817159698255123,0.923650573540639,889,34,"X16","mowgli"
"9551","extracellular matrix organization (GO:0030198)",0.815184815184815,0.825981965054813,0.858633051300822,0.967293744757733,815,44,"X16","mowgli"
"9552","extracellular structure organization (GO:0043062)",0.889110889110889,0.892026006780105,0.817159698255123,0.923650573540639,889,34,"X16","mowgli"
"9553","gene expression (GO:0010467)",0.275724275724276,0.645535315748082,0.924583771405633,1.07064812454976,275,19,"X16","mowgli"
"9554","generation of neurons (GO:0048699)",0.145854145854146,0.645535315748082,0.939260233900728,1.07159628984026,145,24,"X16","mowgli"
"9555","glycerophospholipid biosynthetic process (GO:0046474)",0.516483516483517,0.653074198528744,0.895461787427239,1.03343668622673,516,20,"X16","mowgli"
"9556","glycosaminoglycan biosynthetic process (GO:0006024)",0.763236763236763,0.781105182442975,0.82609089339097,0.956595489851676,763,19,"X16","mowgli"
"9557","granulocyte chemotaxis (GO:0071621)",0.431568431568432,0.650748393237664,0.907683648896619,1.06610203435254,431,15,"X16","mowgli"
"9558","heart development (GO:0007507)",0.245754245754246,0.645535315748082,0.928616247996734,1.07876543191931,245,18,"X16","mowgli"
"9559","hemopoiesis (GO:0030097)",0.203796203796204,0.645535315748082,0.937039241878423,1.09229489269751,203,17,"X16","mowgli"
"9560","inflammatory response (GO:0006954)",0.614385614385614,0.698568098568099,0.886644311029339,0.99965823427956,614,40,"X16","mowgli"
"9561","innate immune response (GO:0045087)",0.486513486513487,0.650748393237664,0.899845028408028,1.01924328671164,486,32,"X16","mowgli"
"9562","inorganic cation transmembrane transport (GO:0098662)",0.321678321678322,0.645535315748082,0.917261875663739,1.04443660497571,321,26,"X16","mowgli"
"9563","intracellular protein transport (GO:0006886)",0.707292707292707,0.744801590162415,0.867955608753467,0.986857077193556,707,28,"X16","mowgli"
"9564","lipid transport (GO:0006869)",0.505494505494505,0.653074198528744,0.894151166560752,1.04746121575053,505,16,"X16","mowgli"
"9565","lymphocyte differentiation (GO:0030098)",0.634365634365634,0.705875942239579,0.865723551117028,1.00916308635853,634,17,"X16","mowgli"
"9566","MAPK cascade (GO:0000165)",0.450549450549451,0.650748393237664,0.901570281673479,1.01664054667926,450,42,"X16","mowgli"
"9567","membrane organization (GO:0061024)",0.692307692307692,0.735576923076923,0.871014168126651,0.992607047290029,692,25,"X16","mowgli"
"9568","metal ion transport (GO:0030001)",0.492507492507492,0.650748393237664,0.896623383667226,1.05311141666777,492,15,"X16","mowgli"
"9569","mitochondrion organization (GO:0007005)",0.514485514485514,0.653074198528744,0.898310242347781,1.02649894750757,514,23,"X16","mowgli"
"9570","modification-dependent protein catabolic process (GO:0019941)",0.338661338661339,0.645535315748082,0.917399002139872,1.0694005115457,338,17,"X16","mowgli"
"9571","modulation of chemical synaptic transmission (GO:0050804)",0.757242757242757,0.777571421866724,0.839459843614291,0.968805828663738,757,20,"X16","mowgli"
"9572","monocarboxylic acid metabolic process (GO:0032787)",0.59040959040959,0.686940435989866,0.885609912598919,1.01723230387208,590,21,"X16","mowgli"
"9573","negative regulation of angiogenesis (GO:0016525)",0.0979020979020979,0.645535315748082,0.958807420389075,1.12320335060831,97,16,"X16","mowgli"
"9574","negative regulation of apoptotic process (GO:0043066)",0.196803196803197,0.645535315748082,0.914281488995029,1.03032479617107,196,60,"X16","mowgli"
"9575","negative regulation of apoptotic signaling pathway (GO:2001234)",0.338661338661339,0.645535315748082,0.920856136011337,1.08157352084187,338,15,"X16","mowgli"
"9576","negative regulation of canonical Wnt signaling pathway (GO:0090090)",0.509490509490509,0.653074198528744,0.895218868604021,1.03996798627557,509,18,"X16","mowgli"
"9577","negative regulation of cell adhesion (GO:0007162)",0.230769230769231,0.645535315748082,0.930507348189399,1.08096230659229,230,18,"X16","mowgli"
"9578","negative regulation of cell differentiation (GO:0045596)",0.106893106893107,0.645535315748082,0.94126766009712,1.07021216584373,106,28,"X16","mowgli"
"9579","negative regulation of cell growth (GO:0030308)",0.212787212787213,0.645535315748082,0.939099392192142,1.10300077972354,212,15,"X16","mowgli"
"9580","negative regulation of cell migration (GO:0030336)",0.719280719280719,0.751194198293174,0.869030266744415,0.985578339964034,719,30,"X16","mowgli"
"9581","negative regulation of cell motility (GO:2000146)",0.621378621378621,0.699050949050949,0.879706757314096,1.01045180134488,621,21,"X16","mowgli"
"9582","negative regulation of cell population proliferation (GO:0008285)",0.236763236763237,0.645535315748082,0.908884326768994,1.02435303378481,236,65,"X16","mowgli"
"9583","negative regulation of cellular macromolecule biosynthetic process (GO:2000113)",0.204795204795205,0.645535315748082,0.916397122191375,1.0322399172963,204,52,"X16","mowgli"
"9584","negative regulation of cellular process (GO:0048523)",0.02997002997003,0.645535315748082,0.928599194959913,1.04668157901311,29,87,"X16","mowgli"
"9585","negative regulation of cytokine production (GO:0001818)",0.223776223776224,0.645535315748082,0.923270882925587,1.04296953624793,223,36,"X16","mowgli"
"9586","negative regulation of DNA-binding transcription factor activity (GO:0043433)",0.0859140859140859,0.645535315748082,0.95296591185535,1.09459898340953,85,21,"X16","mowgli"
"9587","negative regulation of epithelial cell proliferation (GO:0050680)",0.436563436563437,0.650748393237664,0.907775480014651,1.0426921941558,436,21,"X16","mowgli"
"9588","negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)",0.0829170829170829,0.645535315748082,0.959950878682987,1.11516660030206,82,18,"X16","mowgli"
"9589","negative regulation of gene expression (GO:0010629)",0.272727272727273,0.645535315748082,0.916676255891616,1.03351812668461,272,40,"X16","mowgli"
"9590","negative regulation of growth (GO:0045926)",0.217782217782218,0.645535315748082,0.938129368236094,1.10186145710363,217,15,"X16","mowgli"
"9591","negative regulation of immune response (GO:0050777)",0.312687312687313,0.645535315748082,0.916274934846458,1.03915912229351,312,30,"X16","mowgli"
"9592","negative regulation of inflammatory response (GO:0050728)",0.154845154845155,0.645535315748082,0.933032630196437,1.05816423891221,154,30,"X16","mowgli"
"9593","negative regulation of inflammatory response to antigenic stimulus (GO:0002862)",0.381618381618382,0.645535315748082,0.912705765099032,1.05689364867764,381,19,"X16","mowgli"
"9594","negative regulation of intracellular signal transduction (GO:1902532)",0.295704295704296,0.645535315748082,0.916557976749155,1.03538632662745,295,36,"X16","mowgli"
"9595","negative regulation of macromolecule metabolic process (GO:0010605)",0.286713286713287,0.645535315748082,0.923485964818557,1.05526724091081,286,23,"X16","mowgli"
"9596","negative regulation of multicellular organismal process (GO:0051241)",0.621378621378621,0.699050949050949,0.886070504966989,0.999530159338043,621,39,"X16","mowgli"
"9597","negative regulation of nucleic acid-templated transcription (GO:1903507)",0.26973026973027,0.645535315748082,0.915061681665925,1.03022299135096,269,45,"X16","mowgli"
"9598","negative regulation of programmed cell death (GO:0043069)",0.21978021978022,0.645535315748082,0.916165529926741,1.03198408301317,219,51,"X16","mowgli"
"9599","negative regulation of protein phosphorylation (GO:0001933)",0.383616383616384,0.645535315748082,0.912600068630289,1.04610729262522,383,22,"X16","mowgli"
"9600","negative regulation of response to external stimulus (GO:0032102)",0.223776223776224,0.645535315748082,0.931319240633779,1.07844765307287,223,19,"X16","mowgli"
"9601","negative regulation of signal transduction (GO:0009968)",0.34965034965035,0.645535315748082,0.909257700263321,1.02432498318699,349,44,"X16","mowgli"
"9602","negative regulation of transcription by RNA polymerase II (GO:0000122)",0.0989010989010989,0.645535315748082,0.919581441478257,1.03571942395157,98,72,"X16","mowgli"
"9603","negative regulation of transcription, DNA-templated (GO:0045892)",0.0669330669330669,0.645535315748082,0.918705062039435,1.03559228132913,66,94,"X16","mowgli"
"9604","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)",0.220779220779221,0.645535315748082,0.932048882912706,1.08275309409488,220,18,"X16","mowgli"
"9605","negative regulation of Wnt signaling pathway (GO:0030178)",0.538461538461538,0.664976457805143,0.896068327683637,1.02030465543435,538,26,"X16","mowgli"
"9606","nervous system development (GO:0007399)",0.192807192807193,0.645535315748082,0.911138081720718,1.0262317094081,192,75,"X16","mowgli"
"9607","neuron development (GO:0048666)",0.0849150849150849,0.645535315748082,0.952070448524327,1.09135192241339,84,22,"X16","mowgli"
"9608","neuron differentiation (GO:0030182)",0.165834165834166,0.645535315748082,0.944087729714195,1.10595984004054,165,16,"X16","mowgli"
"9609","neuron projection development (GO:0031175)",0.132867132867133,0.645535315748082,0.935313774126533,1.06018672628437,132,31,"X16","mowgli"
"9610","neuron projection morphogenesis (GO:0048812)",0.395604395604396,0.645535315748082,0.908838285260088,1.03334028236936,395,28,"X16","mowgli"
"9611","neutrophil activation involved in immune response (GO:0002283)",0.371628371628372,0.645535315748082,0.901573964572329,1.01578019997222,371,56,"X16","mowgli"
"9612","neutrophil degranulation (GO:0043312)",0.371628371628372,0.645535315748082,0.901573964572329,1.01578019997222,371,56,"X16","mowgli"
"9613","neutrophil mediated immunity (GO:0002446)",0.371628371628372,0.645535315748082,0.901573964572329,1.01578019997222,371,56,"X16","mowgli"
"9614","organelle assembly (GO:0070925)",0.481518481518482,0.650748393237664,0.898788526940611,1.01350374779642,481,42,"X16","mowgli"
"9615","organelle organization (GO:0006996)",0.372627372627373,0.645535315748082,0.903768844326745,1.01802025027397,372,51,"X16","mowgli"
"9616","organonitrogen compound biosynthetic process (GO:1901566)",0.401598401598402,0.650206935921222,0.909504510638769,1.03560371198714,401,26,"X16","mowgli"
"9617","peptidyl-serine modification (GO:0018209)",0.347652347652348,0.645535315748082,0.916301635586919,1.06445965361331,347,18,"X16","mowgli"
"9618","peptidyl-serine phosphorylation (GO:0018105)",0.36963036963037,0.645535315748082,0.9143500599374,1.06219252512722,369,18,"X16","mowgli"
"9619","peptidyl-tyrosine modification (GO:0018212)",0.589410589410589,0.686940435989866,0.877132219713385,1.02246202826335,589,17,"X16","mowgli"
"9620","peptidyl-tyrosine phosphorylation (GO:0018108)",0.326673326673327,0.645535315748082,0.918615622936561,1.05514343640352,326,21,"X16","mowgli"
"9621","phosphate-containing compound metabolic process (GO:0006796)",0.383616383616384,0.645535315748082,0.91193624670481,1.03924181521097,383,25,"X16","mowgli"
"9622","phosphatidylinositol biosynthetic process (GO:0006661)",0.156843156843157,0.645535315748082,0.947872913401212,1.11330554705167,156,15,"X16","mowgli"
"9623","phosphatidylinositol metabolic process (GO:0046488)",0.380619380619381,0.645535315748082,0.912830882880039,1.06934373304448,380,16,"X16","mowgli"
"9624","phosphorylation (GO:0016310)",0.222777222777223,0.645535315748082,0.91050203276321,1.02644766701108,222,63,"X16","mowgli"
"9625","plasma membrane bounded cell projection assembly (GO:0120031)",0.313686313686314,0.645535315748082,0.914499291956218,1.03226115967618,313,37,"X16","mowgli"
"9626","plasma membrane bounded cell projection organization (GO:0120036)",0.224775224775225,0.645535315748082,0.929399727195198,1.062024896083,224,23,"X16","mowgli"
"9627","platelet degranulation (GO:0002576)",0.606393606393606,0.698568098568099,0.886258721538382,1.00997972812922,606,25,"X16","mowgli"
"9628","positive regulation of apoptotic process (GO:0043065)",0.431568431568432,0.650748393237664,0.904091186849311,1.01932893295651,431,40,"X16","mowgli"
"9629","positive regulation of canonical Wnt signaling pathway (GO:0090263)",0.543456543456543,0.664976457805143,0.883230629531483,1.03738121986732,543,15,"X16","mowgli"
"9630","positive regulation of cell differentiation (GO:0045597)",0.145854145854146,0.645535315748082,0.927765794159165,1.04581033958951,145,43,"X16","mowgli"
"9631","positive regulation of cell migration (GO:0030335)",0.430569430569431,0.650748393237664,0.903274186216421,1.01856192594523,430,42,"X16","mowgli"
"9632","positive regulation of cell motility (GO:2000147)",0.358641358641359,0.645535315748082,0.911173930931803,1.02930425919404,358,36,"X16","mowgli"
"9633","positive regulation of cell population proliferation (GO:0008284)",0.253746253746254,0.645535315748082,0.905500552670655,1.02003013713671,253,76,"X16","mowgli"
"9634","positive regulation of cell projection organization (GO:0031346)",0.798201798201798,0.814165834165834,0.825821592134496,0.94855803757781,798,21,"X16","mowgli"
"9635","positive regulation of cellular biosynthetic process (GO:0031328)",0.697302697302697,0.738320503026385,0.873271318427079,0.989861034716239,697,31,"X16","mowgli"
"9636","positive regulation of cellular catabolic process (GO:0031331)",0.203796203796204,0.645535315748082,0.935133870216169,1.08633689705769,203,18,"X16","mowgli"
"9637","positive regulation of cellular component organization (GO:0051130)",0.332667332667333,0.645535315748082,0.918768774767,1.0673257077761,332,18,"X16","mowgli"
"9638","positive regulation of cellular metabolic process (GO:0031325)",0.616383616383616,0.698568098568099,0.870117539206782,1.01428510316904,616,17,"X16","mowgli"
"9639","positive regulation of cellular process (GO:0048522)",0.405594405594406,0.650748393237664,0.894772841197757,1.00808465794714,405,83,"X16","mowgli"
"9640","positive regulation of cellular protein metabolic process (GO:0032270)",0.288711288711289,0.645535315748082,0.926061163219568,1.08768698350289,288,15,"X16","mowgli"
"9641","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)",0.545454545454545,0.664976457805143,0.894176017643048,1.02498792746192,545,22,"X16","mowgli"
"9642","positive regulation of cytokine production (GO:0001819)",0.142857142857143,0.645535315748082,0.918827073312727,1.03544731947706,142,60,"X16","mowgli"
"9643","positive regulation of cytosolic calcium ion concentration (GO:0007204)",0.637362637362637,0.706641184902054,0.858471840808709,1.00830126997779,637,15,"X16","mowgli"
"9644","positive regulation of defense response (GO:0031349)",0.75024975024975,0.775596025596026,0.827160436760126,0.960905096968801,750,18,"X16","mowgli"
